scheme_id,known_feasible,capability_score,price_wan,stroke_mm,rated_thrust_n,peak_thrust_n,speed_mm_s,accuracy_mm,response_time_ms,temp_low_c,temp_high_c,duty_cycle_pct,mass_kg,salt_spray_h,protection_grade,manual_emergency,self_lock,position_feedback,overload_protection,self_diagnosis
VIRTUAL-0297,1,42.602,18.2912,161.8479,17624.9917,25989.8475,10.136,0.26829,253.8065,-42.1536,58.9216,34.4715,16.0789,120.0,55.0,1,0,1,1,1
VIRTUAL-0298,1,26.4221,13.1583,152.0516,4085.7633,6000,58.788,0.63125,179.5347,-19.6982,73.0432,74.0016,8.4417,120.0,65.0,0,0,1,1,0
VIRTUAL-0299,1,46.6019,15.9404,70.3676,7422.5847,10335.2682,83.2298,0.3711,140.8503,-52.93,68.7827,99.3738,10.0409,120.0,65.0,1,1,1,1,1
VIRTUAL-0300,0,39.1759,16.8023,150.5252,5987.8836,8765.6405,46.5291,0.05493,187.5252,-56.7665,62.3612,83.3506,13.5921,240.0,65.0,0,1,1,1,1
VIRTUAL-0301,1,27.7014,14.0487,113.0747,7920.2733,11339.5828,34.3814,0.74965,252.7816,-21.8058,70.047,64.3927,11.4783,168.0,65.0,0,1,1,1,1
VIRTUAL-0302,1,44.308,17.2657,209.991,14343.35,21214.5441,22.8839,0.11384,253.9474,-58.0986,56.2654,57.1115,16.5118,168.0,65.0,1,0,1,1,0
VIRTUAL-0303,0,53.8305,19.0434,200.8274,15032.6002,22176.8682,60.5344,0.12989,143.0933,-28.7892,67.2394,99.4905,16.439,216.0,67.0,0,1,0,1,1
VIRTUAL-0304,1,34.2638,11.913,177.1083,8226.4059,11766.3471,73.3745,0.78769,143.5071,-36.5876,60.3468,24.7225,10.1884,0.0,54.0,1,0,0,1,0
VIRTUAL-0305,1,34.9884,11.197,195.4486,4311.5003,6398.2697,30.1537,0.62015,228.3126,-27.7445,77.8433,69.036,8.4457,24.0,55.0,0,1,0,1,1
VIRTUAL-0306,1,52.7761,16.5837,122.2629,12095.5663,19226.1694,53.8954,0.60191,202.8721,-36.3175,72.0956,80.1557,12.2821,0.0,54.0,0,1,1,1,1
VIRTUAL-0307,1,32.1071,11.0706,82.663,5122.2053,7448.2133,48.2893,0.84494,250.0718,-19.3657,63.1753,91.4987,6.6471,72.0,55.0,0,1,1,1,0
VIRTUAL-0308,0,55.039,17.4187,130.3548,15258.2663,22736.1932,63.3839,0.68578,157.2798,-35.0266,80.0376,75.5428,12.4831,0.0,54.0,0,0,1,1,1
VIRTUAL-0309,1,33.0028,11.6744,191.1563,6207.439,9158.1255,16.5009,0.77609,272.9226,-46.0708,75.2501,67.5363,9.9233,48.0,55.0,1,1,1,1,1
VIRTUAL-0310,1,41.9333,15.6238,150.8855,16604.0434,26940.4565,41.7298,0.89879,228.8893,-18.1679,60.4869,47.9171,16.3211,0.0,54.0,0,1,1,1,0
VIRTUAL-0311,1,55.4809,17.7532,50.1919,14820.9569,21364.0869,29.2391,0.38247,267.1523,-39.0895,83.3051,87.7126,12.3481,48.0,55.0,1,0,1,1,1
VIRTUAL-0312,1,43.0029,16.3158,109.2706,8758.0438,13056.8152,87.3242,0.27894,119.87,-30.3493,81.4723,56.7863,11.0156,96.0,55.0,0,1,1,1,1
VIRTUAL-0313,0,37.6196,12.8284,88.3433,11538.819,18254.9487,18.4839,0.78227,314.5923,-32.04,84.6093,21.2811,12.2381,24.0,55.0,1,1,1,1,1
VIRTUAL-0314,1,45.583,19.1093,122.1193,11684.7623,17517.6668,62.9259,0.17769,193.4562,-20.6263,57.789,99.3769,12.2225,240.0,65.0,0,1,1,1,0
VIRTUAL-0315,1,32.9422,11.904,158.8886,7184.4524,9642.8039,63.1735,0.33374,167.1691,-42.8996,72.1728,72.2068,10.0716,0.0,54.0,0,0,1,1,1
VIRTUAL-0316,1,20.7786,13.3192,129.8457,7487.224,9650.9671,51.7234,0.28878,189.3285,-23.5937,55.4921,57.5892,10.4871,168.0,65.0,0,0,1,1,0
VIRTUAL-0317,1,27.2132,11.5554,139.3212,4748.6745,6000,40.3508,0.05999,249.2306,-12.0736,85.6466,41.1199,7.8969,48.0,55.0,0,1,1,1,0
VIRTUAL-0318,1,32.637,9.3171,126.9792,5242.6234,8585.7856,45.045,0.77642,237.4073,-49.9168,84.8337,25.7137,8.0409,0.0,55.0,0,0,1,0,0
VIRTUAL-0319,1,56.0971,19.4535,97.467,14045.1117,20607.3501,71.3245,0.16599,135.253,-31.6927,64.1901,69.6197,12.8665,120.0,65.0,1,1,1,1,1
VIRTUAL-0320,1,45.5639,12.6335,129.8474,6092.154,10879.7485,71.0676,0.4041,139.7481,-13.2655,93.3164,83.3346,8.065,0.0,54.0,0,1,1,1,0
VIRTUAL-0321,1,48.2286,14.111,112.375,13379.1427,19176.7378,22.926,0.4193,258.9406,-33.5345,56.3358,76.7153,12.4736,24.0,54.0,0,1,1,1,0
VIRTUAL-0322,0,37.1509,15.236,121.6587,8759.3653,13016.3307,56.8836,0.66184,181.8124,-15.1035,63.6724,63.5618,12.0984,240.0,65.0,0,1,1,1,1
VIRTUAL-0323,1,34.1556,10.4372,110.4291,4195.3804,6000,40.132,0.1726,208.006,-25.0907,60.2318,59.3364,7.0675,0.0,54.0,1,1,1,0,1
VIRTUAL-0324,1,50.4614,13.6154,129.4514,10030.0308,15367.6524,27.9498,0.27063,232.411,-58.8143,72.8315,66.8023,12.7285,72.0,55.0,1,1,1,1,1
VIRTUAL-0325,1,33.109,14.3498,111.8577,6162.2644,9536.3946,54.1006,0.3506,204.7637,-38.6066,65.3959,53.6157,8.8578,216.0,65.0,0,1,1,0,1
VIRTUAL-0326,1,50.4545,13.1054,58.4848,12524.3299,17897.8897,7.6499,0.08375,317.0278,-51.5776,92.0681,54.7058,12.4298,0.0,55.0,0,1,1,1,0
VIRTUAL-0327,1,48.5374,12.5406,180.586,11486.6837,17711.9736,40.3401,0.27999,237.6533,-41.5364,78.1143,32.9963,11.8223,0.0,55.0,0,1,0,1,0
VIRTUAL-0328,1,60.5999,16.7212,158.9673,17326.4418,27089.29,37.0085,0.22897,203.3798,-42.3314,80.0577,64.535,16.7439,72.0,55.0,1,1,1,1,0
VIRTUAL-0329,1,42.365,14.6469,150.7557,4964.0316,7877.0221,15.5612,0.43241,272.9682,-52.9295,83.0105,60.495,11.1884,240.0,68.0,0,1,1,1,0
VIRTUAL-0330,0,16.2081,14.1941,60.3213,15940.9845,23570.7233,24.0869,0.88573,251.7052,-23.5031,56.825,28.0975,13.4435,96.0,55.0,0,1,0,1,1
VIRTUAL-0331,1,43.3905,12.0525,106.0917,5455.9469,8110.3805,55.0196,0.3138,188.9453,-46.4627,77.88,98.5253,8.4131,0.0,54.0,0,1,0,1,0
VIRTUAL-0332,1,49.5453,14.9534,215.6291,9135.4467,13672.0492,88.706,0.33349,107.8568,-31.3175,77.1747,28.1983,11.5207,0.0,54.0,1,1,1,1,1
VIRTUAL-0333,0,43.5739,13.995,207.587,10140.1462,15148.2991,17.4902,0.24422,284.4448,-26.7986,85.1991,22.3164,12.3274,72.0,55.0,1,0,1,1,1
VIRTUAL-0334,1,41.8536,10.7103,153.7742,7513.6955,12592.1598,60.872,0.7528,160.7001,-25.2476,64.9832,67.5476,7.5221,48.0,55.0,0,1,1,0,0
VIRTUAL-0335,1,32.4189,14.3573,97.9883,4863.7493,7661.3522,82.1052,0.84458,143.0313,-25.0226,81.8245,26.0127,9.8925,240.0,66.0,0,0,1,1,1
VIRTUAL-0336,1,29.881,15.6373,213.9286,9383.6233,13774.8949,35.3527,0.54986,233.2473,-44.4048,75.4537,95.5297,14.7625,168.0,55.0,0,0,1,0,1
VIRTUAL-0337,1,27.8825,12.8752,108.8697,9924.2515,14609.7547,62.6142,0.8992,216.5988,-10.6716,80.7089,34.9428,11.6637,96.0,55.0,0,1,0,1,1
VIRTUAL-0338,1,32.3712,16.0303,160.0769,11754.7458,16536.9755,9.4071,0.9725,328.5514,-38.2412,86.1472,84.7816,16.4952,240.0,65.0,0,0,1,1,0
VIRTUAL-0339,1,44.6499,19.7304,67.2559,15151.0883,22373.4666,66.3135,0.72634,183.6727,-36.2123,66.0954,83.3143,17.6655,240.0,65.0,1,0,1,1,0
VIRTUAL-0340,1,34.1814,16.3003,131.4526,8027.1913,11061.3195,59.6797,0.85201,216.3054,-48.1744,67.3692,40.0639,13.3679,168.0,65.0,0,1,1,1,1
VIRTUAL-0341,1,42.2369,14.2342,210.5405,12321.374,19586.0926,32.0138,0.73746,249.7285,-23.106,89.1388,25.3355,14.3171,48.0,55.0,1,0,1,1,1
VIRTUAL-0342,1,61.6806,18.1355,152.8097,17313.967,25811.4216,71.5534,0.90787,147.5443,-46.8626,97.078,81.4413,14.8834,0.0,55.0,0,1,1,1,0
VIRTUAL-0343,1,36.6525,15.9235,168.8074,6622.2062,11482.7801,29.2247,0.43197,282.9859,-59.7661,57.6762,89.4055,11.8262,120.0,65.0,0,1,1,1,1
VIRTUAL-0344,1,45.0585,13.94,108.4003,9529.4734,14798.3805,58.6633,0.36115,176.7381,-30.3271,87.8545,39.6922,11.874,24.0,55.0,1,0,0,1,1
VIRTUAL-0345,1,55.8724,16.893,77.364,16480.6783,26057.9145,68.7083,0.79599,176.2553,-21.0855,71.8963,70.9976,14.3253,0.0,54.0,0,1,1,1,1
VIRTUAL-0346,1,44.9081,11.3882,112.6239,7460.6003,11844.161,20.155,0.28517,267.9395,-27.6188,98.2325,73.73,10.1873,48.0,55.0,0,1,1,1,0
VIRTUAL-0347,0,50.8601,18.9706,95.1004,17241.737,26457.5748,70.9954,0.43166,152.491,-55.4241,95.1308,79.9418,18.4582,96.0,55.0,1,1,1,0,1
VIRTUAL-0348,1,26.7302,12.9545,98.2242,4400.1993,9463.5806,54.3622,0.97081,198.3663,-49.4818,75.1965,72.6817,8.1537,96.0,55.0,1,1,1,1,1
VIRTUAL-0349,1,38.4669,12.6954,143.1695,7581.7132,11798.3238,52.4794,0.3172,214.2793,-10.3772,58.2126,89.5458,11.1237,0.0,55.0,1,1,0,0,0
VIRTUAL-0350,1,22.3127,13.378,179.2192,7191.2001,10553.2725,13.3123,0.95992,318.852,-12.9247,68.1973,79.9762,10.7432,240.0,65.0,1,0,1,1,1
VIRTUAL-0351,1,45.8281,14.0111,56.641,7464.784,11709.39,55.8716,0.8688,205.6197,-53.9178,70.7273,60.8909,7.742,0.0,54.0,1,1,1,1,1
VIRTUAL-0352,1,42.4085,13.0979,200.575,10903.9361,15658.9041,6.2554,0.13287,291.3535,-34.4345,95.4624,33.0232,15.1379,24.0,55.0,1,0,1,1,1
VIRTUAL-0353,1,42.5493,16.3576,86.8477,12006.4705,18962.9876,48.2385,0.76999,229.9214,-26.9105,85.3928,88.7138,13.469,96.0,65.0,1,1,1,1,1
VIRTUAL-0354,1,17.0989,11.4769,173.0083,7244.6393,10910.3928,51.2601,0.85639,252.3795,-16.4708,72.014,49.6677,12.1471,120.0,55.0,0,1,0,1,1
VIRTUAL-0355,1,46.7599,14.9122,128.1961,15477.6453,22617.8135,39.4214,0.30808,222.1507,-56.463,92.7446,28.8702,17.6511,96.0,55.0,0,1,1,1,1
VIRTUAL-0356,1,43.0428,14.8998,81.5381,9122.858,16073.6646,55.4075,0.26364,184.9107,-36.352,57.8974,96.8641,8.0334,96.0,55.0,0,1,1,1,1
VIRTUAL-0357,1,52.4518,20.2051,172.6233,14764.0382,22044.2527,65.1435,0.64005,209.605,-50.0263,62.6731,78.4286,17.6998,216.0,65.0,1,0,1,1,1
VIRTUAL-0358,0,33.5317,16.0083,200.5571,12034.7725,19265.5023,24.5591,0.9579,312.0418,-25.3454,83.7788,53.6013,13.2807,96.0,65.0,1,1,1,1,1
VIRTUAL-0359,1,47.0145,12.7504,85.6816,6701.5155,10089.3991,67.4862,0.52288,159.2089,-51.4728,98.8921,39.8248,9.4734,0.0,54.0,1,0,1,0,1
VIRTUAL-0360,0,44.6073,16.5781,70.8146,17191.5324,28178.8663,47.0607,0.42936,218.6266,-34.4828,75.2821,51.2326,15.2198,120.0,55.0,0,1,1,1,0
VIRTUAL-0361,1,67.658,18.5328,51.8631,9209.3552,14388.7951,67.4477,0.38287,148.2323,-57.9196,87.5041,61.2625,14.7248,240.0,67.0,1,1,1,1,0
VIRTUAL-0362,1,49.4112,14.6132,167.2647,9828.7556,15211.0926,27.6264,0.15,221.0592,-55.7791,59.1203,80.7448,12.1565,0.0,54.0,0,1,1,1,1
VIRTUAL-0363,1,54.2693,18.8538,60.9379,14817.6366,22193.7239,84.0173,0.28247,78.333,-47.7231,72.4472,33.6658,13.895,168.0,65.0,0,0,1,1,0
VIRTUAL-0364,1,42.9218,16.678,104.4738,12572.9572,19736.036,66.6961,0.63555,173.2826,-53.4927,72.1474,33.7758,13.6275,216.0,65.0,1,1,1,1,1
VIRTUAL-0365,1,36.4404,15.6164,181.2651,7996.4506,11481.0276,73.7934,0.84534,176.3095,-53.049,71.6501,56.8332,14.3283,168.0,65.0,0,1,1,1,0
VIRTUAL-0366,1,30.7574,11.6923,130.9563,10303.8504,16153.8772,7.0054,0.54948,319.8134,-53.4292,57.6004,22.527,9.9786,0.0,54.0,0,0,1,0,1
VIRTUAL-0367,1,54.6182,19.828,115.6804,15105.5453,23472.48,65.2378,0.42691,139.9272,-43.3519,72.3229,48.2294,16.2022,168.0,65.0,1,1,1,1,0
VIRTUAL-0368,1,42.9739,16.2927,103.7395,14643.1519,21353.2505,81.8476,0.92094,112.3173,-32.7109,80.1978,32.5392,13.1659,120.0,65.0,0,0,1,1,0
VIRTUAL-0369,0,41.8751,17.7177,182.7791,13051.9885,19793.7962,22.778,0.27837,229.9672,-31.3849,65.5247,45.5866,13.4351,168.0,65.0,0,1,1,1,1
VIRTUAL-0370,1,17.9737,16.3034,184.9169,17587.6942,27882.0955,42.3587,0.94327,238.3407,-19.0443,55.4266,48.2567,15.4258,96.0,55.0,0,1,0,1,0
VIRTUAL-0371,1,58.2988,17.9658,100.2433,12618.7861,19362.6296,59.0244,0.17309,158.878,-29.3791,56.0808,96.4139,12.1594,48.0,55.0,1,0,1,1,1
VIRTUAL-0372,1,49.2953,14.8382,141.8079,8479.2543,11570.612,57.0341,0.25678,178.0887,-41.9394,84.9431,69.1187,9.3035,0.0,55.0,1,0,1,1,0
VIRTUAL-0373,0,30.8971,15.7438,184.5283,14090.1893,21069.4704,27.8794,0.93598,266.2067,-27.6711,67.1787,89.3294,15.1073,72.0,55.0,0,1,1,0,1
VIRTUAL-0374,1,50.5532,12.6444,75.5415,9194.7208,13514.0225,53.7466,0.27734,223.7754,-40.8772,82.056,41.5889,10.969,48.0,55.0,0,1,1,1,1
VIRTUAL-0375,1,57.9445,15.3855,157.8709,16431.5686,24426.4817,20.5563,0.31983,295.946,-41.9705,89.2849,42.3979,15.2172,24.0,55.0,1,1,1,1,1
VIRTUAL-0376,1,38.366,15.865,139.8059,8431.3029,13620.8233,75.3693,0.31302,136.5214,-20.2621,67.8914,23.1951,12.5351,216.0,65.0,1,1,1,0,0
VIRTUAL-0377,1,38.6616,12.2358,191.4437,10809.3037,17044.215,7.3768,0.89779,305.2503,-28.0344,68.4632,68.3627,12.2214,48.0,55.0,1,1,1,1,0
VIRTUAL-0378,1,47.6493,16.2259,196.1634,17186.5079,26998.635,28.7687,0.26904,244.7172,-50.6345,84.2725,61.8021,16.6809,0.0,55.0,0,1,1,0,0
VIRTUAL-0379,1,52.6647,11.4141,126.4045,6131.0075,9104.0488,62.3357,0.07188,151.2437,-40.3669,64.1308,89.788,10.0331,0.0,55.0,0,1,1,1,1
VIRTUAL-0380,1,48.0723,17.6186,113.5303,12668.0318,20495.3766,33.1366,0.5968,246.4858,-58.7343,97.2522,34.6449,16.1465,168.0,65.0,1,1,1,1,1
VIRTUAL-0381,1,59.2726,17.515,79.0981,9933.4792,15703.129,88.682,0.6078,130.1021,-42.9458,88.0576,32.8435,13.1167,240.0,68.0,1,0,1,1,0
VIRTUAL-0382,1,40.3391,16.747,175.1554,10026.1556,17235.9357,17.7645,0.13972,288.0218,-56.2441,78.7919,22.0022,14.5911,168.0,65.0,1,1,0,1,1
VIRTUAL-0383,1,47.3076,16.1581,73.8654,16707.8226,24802.1089,65.2582,0.55373,194.3976,-51.4174,99.4726,37.1238,15.6168,96.0,55.0,0,0,1,1,1
VIRTUAL-0384,1,55.1046,14.8712,176.8199,8546.3302,12659.5365,85.231,0.4611,155.7898,-34.8992,97.3898,82.9942,12.9333,48.0,55.0,0,1,1,1,0
VIRTUAL-0385,1,50.8934,20.1791,69.0668,16029.5762,24186.0677,76.1725,0.86249,165.753,-21.3054,95.2693,38.1355,15.7454,168.0,65.0,1,1,1,1,0
VIRTUAL-0386,1,56.0977,17.9335,180.9912,12059.6025,18886.3091,65.7505,0.89793,165.1617,-54.629,60.1777,97.4717,13.9946,72.0,55.0,1,1,1,1,1
VIRTUAL-0387,1,33.5369,11.539,121.4839,4290.4382,7997.9083,48.9893,0.67499,215.2764,-27.1487,89.1964,28.0364,7.2374,0.0,55.0,1,1,1,1,1
VIRTUAL-0388,1,39.6211,15.8959,183.466,4809.5075,8032.4749,81.9896,0.76149,142.4155,-30.0018,95.1417,96.9936,12.1704,216.0,66.0,1,0,1,0,1
VIRTUAL-0389,1,30.9042,13.2084,184.5438,6467.5907,11143.6811,46.443,0.60802,221.3634,-39.491,83.1765,50.8404,12.803,168.0,65.0,0,0,1,1,0
VIRTUAL-0390,0,43.041,17.3392,73.2132,12449.5946,19024.8321,34.1149,0.39288,260.9855,-51.4764,83.1979,22.4052,16.0572,216.0,65.0,0,1,1,0,1
VIRTUAL-0391,1,45.824,14.5514,191.5616,8909.7597,14515.8838,66.0663,0.67787,167.3822,-48.1378,95.2431,71.3522,14.0005,24.0,55.0,0,1,1,1,0
VIRTUAL-0392,1,51.9899,18.9321,177.4692,15560.1079,23574.875,67.8268,0.40526,139.7648,-53.2514,83.4953,73.3451,16.4457,24.0,55.0,0,1,1,0,1
VIRTUAL-0393,1,47.1416,14.8552,118.1291,11826.7494,19735.0197,62.4909,0.74696,202.671,-29.5854,64.5832,67.7729,11.7393,24.0,55.0,1,0,1,1,0
VIRTUAL-0394,1,64.565,17.6127,110.8157,16348.1758,25877.5295,60.5531,0.5191,191.4292,-24.5025,93.6092,94.402,13.8369,0.0,54.0,0,1,1,1,1
VIRTUAL-0395,1,34.9178,15.0035,98.6959,6876.6765,12235.31,16.2852,0.23577,262.205,-21.8588,55.3055,95.842,9.4476,168.0,65.0,1,0,1,1,1
VIRTUAL-0396,1,47.828,13.4857,212.393,6606.7439,9830.0157,62.2831,0.46487,152.9845,-47.6564,93.9563,31.1741,13.7643,72.0,55.0,0,0,1,1,1
VIRTUAL-0397,1,29.9002,9.9993,200.6287,7869.867,11153.4423,8.1925,0.22066,290.2998,-12.5393,59.0331,33.2253,10.2882,48.0,55.0,0,0,1,1,0
VIRTUAL-0398,0,31.7474,16.8507,64.9373,15369.5618,23814.88,61.8339,0.79493,186.6574,-47.6906,86.5276,83.4447,14.3897,72.0,55.0,0,1,0,0,1
VIRTUAL-0399,1,27.6239,16.1262,216.3646,17063.9659,24551.1871,24.1301,0.93669,264.1927,-18.2586,65.2785,29.0677,16.7098,120.0,55.0,0,0,1,1,0
VIRTUAL-0400,1,33.2127,14.1948,119.0989,10236.5047,16741.216,12.1229,0.16868,286.5497,-28.256,64.5222,38.0173,12.0162,120.0,55.0,1,1,1,1,1
VIRTUAL-0401,1,50.523,16.1586,63.9034,13286.412,21691.3418,84.5574,0.7452,142.1215,-39.6192,82.191,45.2838,11.3263,48.0,55.0,1,1,1,0,1
VIRTUAL-0402,1,47.1398,15.5402,125.4903,7059.4092,12370.1247,66.2088,0.8116,190.4151,-42.024,55.4975,63.0066,11.3537,240.0,67.0,0,1,1,1,0
VIRTUAL-0403,1,28.9945,9.6197,189.5391,4222.2641,7351.2133,34.0267,0.83322,281.928,-42.0153,90.2186,27.6422,9.1563,48.0,55.0,0,1,0,1,1
VIRTUAL-0404,0,31.4131,16.9806,215.0952,7569.2749,12883.6442,26.8238,0.14396,237.1394,-44.4799,63.5295,44.9938,14.2339,216.0,65.0,1,0,1,1,1
VIRTUAL-0405,1,12.6563,14.3945,210.7591,6580.3772,7535.8151,10.9685,0.33157,253.4842,-44.5001,90.5422,40.8966,13.0528,168.0,65.0,0,0,1,1,1
VIRTUAL-0406,1,58.4081,16.5296,79.3897,7868.8071,11396.3013,74.6634,0.1738,130.0683,-18.0732,85.8994,79.0795,12.5718,240.0,68.0,0,1,1,1,0
VIRTUAL-0407,1,52.4303,17.2131,181.511,11467.0374,17921.0425,43.9486,0.42109,222.2609,-48.7742,84.396,55.3037,15.5685,216.0,67.0,1,0,1,1,0
VIRTUAL-0408,0,28.2975,18.4727,63.2342,14065.6264,21326.3407,16.1159,0.77232,281.4527,-26.5675,89.6676,57.7443,14.6625,240.0,66.0,1,1,0,0,1
VIRTUAL-0409,0,18.624,13.9682,100.6504,12756.5668,20629.651,9.2663,0.70962,310.7798,-13.7678,89.0208,36.5116,12.311,120.0,65.0,1,1,0,0,1
VIRTUAL-0410,1,32.856,15.173,89.7161,4871.512,7623.0798,53.7003,0.43807,188.6164,-18.7528,55.3846,96.6888,9.2061,240.0,65.0,0,1,1,1,0
VIRTUAL-0411,1,52.5526,13.1436,55.4166,8086.4761,11453.9531,35.6577,0.14826,214.6538,-41.8264,92.391,96.8301,8.1165,0.0,54.0,0,1,1,1,0
VIRTUAL-0412,1,52.1289,15.1329,117.5301,7150.5235,13087.0856,38.9036,0.19011,224.3824,-37.0491,64.4623,74.5579,12.2473,240.0,68.0,0,1,1,1,1
VIRTUAL-0413,1,63.9438,15.6489,192.6323,12744.6504,19542.3496,80.6327,0.14806,134.4912,-21.3331,97.9245,60.1759,14.2826,48.0,55.0,1,1,0,1,1
VIRTUAL-0414,1,52.0031,16.1093,110.7461,14398.7238,22111.9034,63.559,0.63768,178.0894,-15.6243,61.5089,78.0202,14.4014,72.0,55.0,0,1,1,1,0
VIRTUAL-0415,1,38.6328,16.9325,72.4298,16643.1559,26174.8092,28.8742,0.58857,275.1448,-10.6301,86.429,36.2941,13.6971,96.0,55.0,0,0,1,1,1
VIRTUAL-0416,1,34.0191,11.3434,190.5479,6119.6793,9068.1734,20.1387,0.51664,286.0061,-37.7808,83.4251,30.9904,11.264,24.0,55.0,0,1,1,1,0
VIRTUAL-0417,1,65.9679,17.0886,144.6879,15976.0967,23766.0453,88.8826,0.62854,107.263,-55.3809,79.1655,87.3635,14.1318,0.0,54.0,0,0,1,1,1
VIRTUAL-0418,1,47.2423,15.2957,151.1717,13880.5806,21956.7189,8.4025,0.37718,313.8283,-12.7644,58.6446,78.0067,14.5904,24.0,55.0,0,1,1,1,1
VIRTUAL-0419,1,26.231,10.3077,209.5373,7043.5576,9921.6117,18.9286,0.55146,285.7847,-23.694,75.2254,32.617,10.914,0.0,54.0,0,1,0,1,1
VIRTUAL-0420,1,38.3654,15.699,69.766,11848.5522,18876.8883,16.4404,0.57492,294.1397,-16.8751,68.8519,52.5383,13.8489,240.0,67.0,0,1,1,0,0
VIRTUAL-0421,1,47.5764,17.227,197.9412,17806.4256,27130.8263,23.5479,0.44589,261.6691,-56.6052,96.5274,37.4304,18.3872,24.0,55.0,1,1,0,1,1
VIRTUAL-0422,1,44.2574,13.8213,85.235,14808.4017,22688.7116,36.8644,0.46131,225.3999,-29.0333,97.5719,70.5329,10.733,0.0,55.0,0,1,1,0,0
VIRTUAL-0423,1,50.7917,13.6191,146.3686,5953.5789,9338.0978,77.6306,0.79878,140.939,-53.5617,96.0757,98.5311,10.5556,0.0,55.0,0,1,1,1,1
VIRTUAL-0424,1,46.8212,12.6409,90.5259,6062.172,9195.2404,31.5426,0.16092,245.4547,-40.3823,97.1699,74.3914,7.6729,0.0,54.0,1,1,1,1,0
VIRTUAL-0425,0,56.1394,22.5476,182.3522,17647.5928,24846.6352,53.2918,0.33837,204.055,-22.9078,92.4918,84.9857,19.5858,240.0,66.0,0,1,1,1,1
VIRTUAL-0426,1,43.2523,16.1548,160.187,9895.5143,15899.8331,77.5532,0.33727,151.5155,-36.354,73.2238,39.1484,13.1081,168.0,65.0,0,1,1,1,0
VIRTUAL-0427,1,30.2706,13.8133,187.7355,6738.0938,11000.4654,19.9238,0.48135,255.5075,-54.5424,87.4161,44.3656,13.0835,240.0,66.0,0,1,1,0,0
VIRTUAL-0428,1,37.4293,14.7926,111.6938,6739.2502,9190.1335,53.0408,0.76085,211.3836,-21.0844,94.6344,92.2328,11.5998,168.0,65.0,1,0,1,1,0
VIRTUAL-0429,1,39.6729,11.4502,173.4534,4024.857,7007.0831,58.5585,0.06633,165.2613,-25.5057,58.5471,63.1347,7.348,24.0,55.0,0,1,1,1,0
VIRTUAL-0430,1,48.6252,14.6063,158.403,8516.4765,12498.2646,76.2636,0.10241,140.4018,-31.8725,82.8802,63.7161,9.8486,72.0,55.0,0,0,1,1,0
VIRTUAL-0431,1,42.5587,11.9285,110.5243,8281.5644,14137.3617,16.1114,0.25146,286.9964,-44.4521,60.8956,78.1542,10.9819,0.0,54.0,1,0,0,1,0
VIRTUAL-0432,1,37.7703,12.1561,180.4118,6700.448,9238.9669,34.8027,0.87295,261.1418,-19.3309,94.3298,80.1449,10.7863,24.0,55.0,1,1,1,1,0
VIRTUAL-0433,1,46.5064,12.1755,85.0422,6898.0529,9953.8773,86.5264,0.24647,125.8444,-33.1254,55.9476,47.0709,8.9022,24.0,55.0,0,0,1,1,0
VIRTUAL-0434,1,28.16,12.659,54.853,4729.3513,7451.8202,73.1999,0.99886,182.0008,-28.4796,69.025,91.0711,7.611,120.0,55.0,0,1,1,1,1
VIRTUAL-0435,1,37.0904,15.3206,192.0875,8138.8241,11853.473,20.8777,0.06117,268.9714,-38.7271,66.7389,58.894,12.6463,216.0,65.0,1,0,1,1,1
VIRTUAL-0436,0,29.6524,14.5573,180.7977,6372.6307,10335.2891,21.9204,0.4697,265.0531,-35.1387,63.0172,88.524,11.963,216.0,66.0,0,1,1,1,1
VIRTUAL-0437,1,52.9027,16.1853,106.8729,16663.243,25046.7166,50.1938,0.52556,198.4578,-17.4218,61.4208,78.5822,15.4018,24.0,55.0,1,0,1,1,0
VIRTUAL-0438,1,56.9233,14.9425,163.0566,9598.1292,15258.7313,73.6112,0.7396,149.6186,-52.0165,96.5534,97.6714,12.7315,0.0,55.0,1,0,1,1,1
VIRTUAL-0439,1,53.3041,15.7947,135.9774,10878.4655,17328.1687,58.3503,0.33745,139.9412,-30.2421,94.892,53.9355,13.3049,72.0,55.0,0,0,1,1,1
VIRTUAL-0440,1,56.3189,18.1043,103.9653,8481.04,13749.5903,50.417,0.73388,201.478,-17.0588,93.5494,99.0082,13.7998,240.0,67.0,0,1,0,1,1
VIRTUAL-0441,1,38.9362,17.679,74.8123,12622.5919,20506.6679,54.0219,0.78426,218.0566,-21.8467,72.0054,47.5095,13.1313,216.0,66.0,1,0,1,1,1
VIRTUAL-0442,1,47.0249,13.2011,206.1036,6146.2915,10134.2311,63.7782,0.05319,179.8096,-13.9471,76.1123,49.3135,7.9562,0.0,54.0,1,1,1,1,1
VIRTUAL-0443,1,63.651,19.4047,167.418,17612.5202,27414.3341,83.156,0.11304,93.4016,-24.303,86.3954,85.2936,16.3109,168.0,65.0,0,0,1,1,1
VIRTUAL-0444,1,47.907,17.6421,207.9262,17125.169,24616.9352,58.5329,0.79536,173.7659,-50.6222,99.0864,80.5763,18.2399,96.0,55.0,1,0,1,1,0
VIRTUAL-0445,0,35.3205,11.2864,70.0946,5709.9917,9751.767,80.5476,0.89738,198.0731,-40.1539,78.6698,23.1821,7.8208,0.0,54.0,1,0,1,0,1
